train.way,test.way,train.shot,test.shot,train.query,test.query,train.episodes,test.episodes,background,silence,unknown,epochs,lr,wd,train.acc,val.acc,timestamp,test.loss.mean,test.loss.confidence,test.acc.mean,test.acc.confidence
2,2,1,1,5,15,200,100,False,False,False,200,0.001,0.0,0.9310000079870222,0.8210000449419022,2019-12-04 13:48:09,0.5096537958085539,0.050119245265458856,0.7720000445842742,0.02668385925476901
2,2,5,5,5,15,200,100,True,False,False,200,0.001,0.0,0.9665000069141387,0.9096667110919952,2019-12-04 13:48:14,0.23885030690580603,0.0332212627457705,0.9003333765268327,0.015300763051571728
4,4,10,10,5,15,200,100,False,False,True,200,0.001,0.0,0.9443999812006953,0.8246666860580444,2019-12-04 14:53:59,0.6402493762969971,0.029788910206885937,0.7685333514213561,0.01122667762719105
4,4,10,10,5,15,200,100,True,True,False,200,0.001,0.0,0.9233999836444854,0.702666679620743,2019-12-04 14:54:11,0.8250662195682524,0.031362564416115186,0.6597333472967145,0.01339504146667545
4,4,10,10,5,15,200,100,True,False,True,200,0.001,0.0,0.9023999798297879,0.7450666826963425,2019-12-04 14:54:48,0.6947442853450777,0.02569490728018834,0.7508000165224076,0.011470886291141355
4,4,10,10,5,15,200,100,False,True,True,200,0.001,0.0,0.9576666966080666,0.8483333605527879,2019-12-04 14:54:57,0.49367436468601217,0.02076729090208266,0.8214444702863695,0.008908262342655317
4,4,10,10,5,15,200,100,True,True,True,200,0.001,0.0,0.9148333770036702,0.7883333617448807,2019-12-04 14:56:19,0.621976796388626,0.02039236868872715,0.7676666879653934,0.009779056062942718
4,4,15,15,5,15,200,100,False,False,False,200,0.001,0.0,0.970500000417232,0.8805000442266463,2019-12-04 14:57:21,0.42468152292072775,0.029284290177469745,0.8375000452995303,0.012513611278014902
4,4,15,15,5,15,200,100,True,False,False,200,0.001,0.0,0.9560000011324885,0.8530000436305998,2019-12-04 14:57:45,0.4703282225131989,0.03311250578618972,0.8155000454187397,0.014499777333568723
4,4,15,15,5,15,200,100,False,True,False,200,0.001,0.0,0.9395999863743785,0.7202666813135148,2019-12-04 14:58:42,0.721257136762142,0.031596501674549485,0.6905333489179613,0.01531181305111807
4,4,15,15,5,15,200,100,False,False,True,200,0.001,0.0,0.9739999887347223,0.8389333552122118,2019-12-04 14:59:00,0.6167906624078752,0.029866988323010372,0.7945333492755887,0.010407666180953503
4,4,15,15,5,15,200,100,True,True,False,200,0.001,0.0,0.9341999858617784,0.6912000131607055,2019-12-04 14:59:37,0.7630103021860124,0.03241493496933826,0.6797333461046217,0.015010067702993245
2,2,5,5,5,15,200,100,False,True,False,200,0.001,0.0,0.949333348274231,0.7560000133514403,2019-12-04 13:55:04,0.6842763976752758,0.05886484372611299,0.6900000157952305,0.03027365015779353
4,4,15,15,5,15,200,100,True,False,True,200,0.001,0.0,0.9343999803066256,0.7898666858673096,2019-12-04 14:59:44,0.6237247866392138,0.02805707571290298,0.771466683149338,0.011586522265723808
4,4,15,15,5,15,200,100,False,True,True,200,0.001,0.0,0.9488333657383918,0.8640000241994854,2019-12-04 15:02:50,0.47293628469109544,0.022670860439392863,0.8302222460508347,0.009832721007421077
4,4,15,15,5,15,200,100,True,True,True,200,0.001,0.0,0.9720000231266022,0.8146666938066485,2019-12-04 15:02:59,0.5483451053500176,0.026245996181477355,0.8086666923761368,0.010004186490320545
4,4,20,20,5,15,200,100,False,False,False,200,0.001,0.0,0.9902499985694884,0.8775000423192981,2019-12-04 15:03:20,0.40033100582659237,0.0311163834316311,0.8493333780765533,0.0116901331051619
4,4,20,20,5,15,200,100,True,False,False,200,0.001,0.0,0.9827500000596048,0.8543333804607391,2019-12-04 15:03:51,0.4143644848465917,0.025446343723987668,0.8361667132377624,0.011449160997179162
4,4,20,20,5,15,200,100,False,True,False,200,0.001,0.0,0.9443999856710437,0.7470666795969007,2019-12-04 15:05:47,0.6913072830438615,0.02598784894337442,0.7058666807413101,0.01449018326482659
4,4,20,20,5,15,200,100,False,False,True,200,0.001,0.0,0.949399981498718,0.8552000194787982,2019-12-04 15:05:52,0.5426521697640421,0.024235417732243154,0.7957333499193192,0.010564142778321925
4,4,20,20,5,15,200,100,True,True,False,200,0.001,0.0,0.9367999842762943,0.71000001847744,2019-12-04 15:06:19,0.7318217387795447,0.031060221057777625,0.6821333521604537,0.015528452065533618
4,4,20,20,5,15,200,100,True,False,True,200,0.001,0.0,0.9613999831676481,0.8004000174999238,2019-12-04 15:07:38,0.583834331333637,0.027095946589764525,0.7932000201940534,0.01041031656953202
4,4,20,20,5,15,200,100,False,True,True,200,0.001,0.0,0.9568333655595779,0.8631111341714863,2019-12-04 15:08:41,0.4694986425340176,0.024659458447893266,0.824555580019951,0.009959625460290951
2,2,5,5,5,15,200,100,False,False,True,200,0.001,0.0,0.9130000430345541,0.8395555651187901,2019-12-04 13:55:04,0.5481759446859362,0.03621176612046114,0.7846666792035104,0.018496624854825797
4,4,20,20,5,15,200,100,True,True,True,200,0.001,0.0,0.9431667059659958,0.8176666921377181,2019-12-04 15:09:15,0.5929165267944335,0.022408528727247537,0.7887778019905091,0.008888019195709954
5,5,1,1,5,15,200,100,False,False,False,200,0.001,0.0,0.7753999774158,0.570400012135506,2019-12-04 15:10:22,1.094146237969398,0.042829409016334814,0.5609333458542821,0.017525873013339424
5,5,1,1,5,15,200,100,True,False,False,200,0.001,0.0,0.7835999789834021,0.5152000150084494,2019-12-04 15:10:50,1.1582879191637048,0.04633304798070532,0.5357333436608311,0.01883175864570366
